Chave_Parcela_Idade;Talhao;Parcela;Idade_meses;Area_parc;Cova;Fuste;Fila;Viva;Falha;dap;altura;Dom;Hd;dg;Gi;G;treino;altura_reta;altura_parabola;altura_curtis;altura_stofells;altura_hericksen;altura_gompertz;altura_logistico;altura_chapman_richards;Estrato
PR1T2-2-58;PR1T2;2;58;283.91;11;1;2;1;0;18.6;24.4;D;24.8;15.01916724;0.027171635;8.112304625;1;22.765184360368284;22.7820368642755;22.27114724375005;22.612091582712075;22.66883471460087;22.802069643214217;22.829707666291853;22.757625107698008;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;3;1;1;1;0;13.4;18.3;N;19.76666667;15.73430435;0.014102609;4.117014101;1;18.55806579861654;18.658760148680088;18.919639372498064;18.575510010205317;18.866113024696695;18.648488408297982;18.635518703120283;18.670002908356356;PR1T2
PR1T2-3-58;PR1T2;3;58;283.37;23;1;4;1;0;21.4;21.6;D;21.06666667;18.0093957;0.035968094;5.393684539;1;25.03055589361922;24.75176006035687;23.530116333651737;24.59586113748186;24.295068259622404;24.743819669366786;24.727525335516788;24.76544272704171;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;2;1;1;1;0;9.0;16.3;N;21.06666667;13.4136555;0.006361725;6.470634075;1;14.998196246365062;14.697457124786675;14.224978702396545;14.631130137392955;14.250175000045665;14.71322232583529;14.73514862219151;14.675877207520948;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;6;1;1;1;0;11.7;15.6534138;N;16.79074481;11.97519873;0.010751315;5.157247839;1;17.182661653428468;17.179587400494047;17.38204821555632;17.124108092546418;17.292801913287942;17.161209854394944;17.140766302655457;17.20007644238534;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;1;1;1;1;0;17.7;20.7;N;19.40525259;15.89981132;0.024605739;7.219015318;1;22.03702922468048;22.11167163681883;21.80026485505472;21.949453927651412;22.093661154926373;22.132066385721796;22.159981135708612;22.086754770472506;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;14;1;2;1;0;13.5;16.56644849;D;16.4334266;11.69832335;0.014313882;4.680345872;1;18.63897192480407;18.743757341990495;19.001572337871107;18.65851648843336;18.95233614540795;18.734290274993576;18.722241377902993;18.754070872854104;PR1T2
PR1T2-3-72;PR1T2;3;72;283.37;22;1;4;1;0;21.2;23.0;D;23.7;21.2589393;0.035298935;5.010478307;1;24.868743641244155;24.61688078824411;23.449169093128308;24.457753898843848;24.1861758509906;24.612391583272206;24.60170251186537;24.625695121461217;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;8;1;2;1;0;13.0;21.5;N;27.8;16.5343698;0.013273229;9.831682317;1;18.234441293866404;18.31653474394113;18.583066972442744;18.240974176002357;18.51466321053526;18.303301731148554;18.287067517804328;18.33118968266114;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;6;1;1;1;0;16.1;22.4;N;24.06666667;17.31028596;0.020358306;8.556625148;1;20.742531205679946;20.875178602504846;20.864142621734075;20.737111308227288;20.994903266089885;20.8881947874833;20.905194599329494;20.85915942320135;PR1T2
PR1T2-3-47;PR1T2;3;47;283.37;2;1;1;1;0;16.8;18.5;N;20.33333333;16.87636414;0.022167078;4.736363622;1;21.30887408899268;21.4231896942338;21.290535118706792;21.27318293592245;21.488465255222323;21.440513436746862;21.46372765607567;21.40200187304992;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;3;1;1;1;0;14.9;20.5;N;23.2;14.35251251;0.017436625;7.408126884;1;19.771657691429542;19.910233417614243;20.06402871618727;19.795893108595923;20.096625539289235;19.913292764086943;19.91675327296683;19.905977557421974;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;23;1;4;1;0;15.0;17.31031546;D;17.19462018;12.94402149;0.017671459;6.036953268;1;19.852563817617074;19.99187566367866;20.134327211775073;19.875459532760747;20.17419744265527;19.995840351442347;20.0004902727275;19.986558222879623;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;2;1;1;1;0;10.4;14.1;N;16.4334266;11.69832335;0.008494867;4.680345872;1;16.130882012990533;16.004840984742113;15.98933486335854;15.956314013036733;15.92687719431429;15.992837217924691;15.982343936833319;16.017515900639232;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;9;1;2;1;0;12.8;16.21639054;N;17.19462018;12.94402149;0.012867964;6.036953268;1;18.07262904149134;18.144080062673254;18.409286429275138;18.072162450958853;18.334861836601956;18.129553939912135;18.111976352313306;18.16022042206263;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;7;1;1;1;0;15.2;17.40963059;N;19.40525259;15.89981132;0.018145839;7.219015318;1;20.014376069992142;20.15448916635829;20.272864865792318;20.03395815564235;20.327801758637115;20.1602377195165;20.16725527217657;20.14707589399416;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;4;1;1;1;0;12.6;19.8;N;23.2;14.35251251;0.012468981;7.408126884;1;17.91081678911627;17.97073072880645;18.231692198034473;17.902291459932854;18.152228828833685;17.95506261413711;17.936362853052298;17.988179363326193;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;5;1;1;1;0;10.1;14.77467272;N;16.4334266;11.69832335;0.008011847;4.680345872;1;15.888163634427933;15.728377742436539;15.636311359610277;15.678676629860785;15.587429849501635;15.72019482249542;15.714569432728565;15.736399295644901;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;5;1;1;1;0;10.0;14.71613181;N;16.79074481;11.97519873;0.007853982;5.157247839;1;15.807257508240397;15.635776002035216;15.515758068712383;15.585399575822684;15.472036297292984;15.629100685591828;15.625337114403697;15.641956694736496;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;24;1;4;1;0;17.6;21.6;D;21.06666667;13.4136555;0.024328494;6.470634075;1;21.95612309849295;22.036068295797204;21.74562912396468;21.87500377838236;22.027955844241603;22.05627981542321;22.08389456102601;22.011374539367388;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;6;1;1;1;0;11.3;15.44218931;N;16.4334266;11.69832335;0.010028749;4.680345872;1;16.859037148678336;16.822152901573258;16.975776292008753;16.770587337052714;16.88938884473047;16.8042074768372;16.78506285402534;16.842066684470698;PR1T2
PR1T2-2-58;PR1T2;2;58;283.91;2;1;1;1;0;9.9;18.6;N;24.8;15.01916724;0.007697687;8.112304625;1;15.726351382052865;15.542950598484161;15.393727107937211;15.491748363594173;15.355482991464335;15.537905776590254;15.536126993498856;15.547137061777919;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;2;1;1;1;0;16.3;24.1;N;24.06666667;17.31028596;0.020867244;8.556625148;1;20.904343458055013;21.032871515890356;20.98881121389651;20.89121051557198;21.138077384774228;21.047263078729042;21.066218312633985;21.015208734345972;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;1;1;1;1;0;14.4;17.3;N;17.19462018;12.94402149;0.016286016;6.036953268;1;19.367127060491875;19.49866724004618;19.701839584559238;19.394809040699045;19.700786555575608;19.497135700028558;19.494694990065575;19.499775065629166;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;1;1;1;1;0;8.9;13.7;N;16.4334266;11.69832335;0.006221139;4.680345872;1;14.91729012017753;14.602395089738293;14.086829825194208;14.533422577825373;14.120598721132062;14.621223557225148;14.646464464818285;14.576973713366067;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;8;1;2;1;0;11.1;17.3;N;21.06666667;13.4136555;0.009676891;6.470634075;1;16.69722489630327;16.642093673214468;16.765495257102817;16.591950332168988;16.68229483588013;16.624829944231852;16.606888967087595;16.66116686222916;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;3;1;1;1;0;13.8;18.9;N;21.06666667;13.4136555;0.014957123;6.470634075;1;18.881690303366675;18.99740694302332;19.24227447436294;18.906071324175784;19.207224566443177;18.990472041626713;18.981393786048173;19.00479127714949;PR1T2
PR1T2-2-58;PR1T2;2;58;283.91;4;1;1;1;0;13.3;21.2;N;24.8;15.01916724;0.013892908;8.112304625;1;18.477159672429007;18.573539292219948;18.83683562058983;18.492255182600193;18.779244031895196;18.562486304926097;18.548634973781127;18.585683448150384;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;10;1;2;1;0;15.7;23.9;N;27.8;16.5343698;0.019359279;9.831682317;1;20.41890670092981;20.55710881793704;20.60763675401496;20.426594588185203;20.703140549079844;20.567084252141683;20.579839689455927;20.5447049852962;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;9;1;2;1;0;13.3;18.8;N;21.06666667;13.4136555;0.013892908;6.470634075;1;18.477159672429007;18.573539292219948;18.83683562058983;18.492255182600193;18.779244031895196;18.562486304926097;18.548634973781127;18.585683448150384;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;10;1;2;1;0;11.5;15.54835536;N;16.79074481;11.97519873;0.010386891;5.157247839;1;17.0208494010534;17.001317477333117;17.18124427835627;16.947963052849012;17.09284943730186;16.983008887200725;16.9630366330051;17.02169302963446;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;9;1;2;1;0;16.3;24.4;N;27.8;16.5343698;0.020867244;9.831682317;1;20.904343458055013;21.032871515890356;20.98881121389651;20.89121051557198;21.138077384774228;21.047263078729042;21.066218312633985;21.015208734345972;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;6;1;1;1;0;13.0;18.6;N;21.06666667;13.4136555;0.013273229;6.470634075;1;18.234441293866404;18.31653474394113;18.583066972442744;18.240974176002357;18.51466321053526;18.303301731148554;18.287067517804328;18.33118968266114;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;1;1;1;1;0;14.4;17.3;N;19.76666667;15.73430435;0.016286016;4.117014101;1;19.367127060491875;19.49866724004618;19.701839584559238;19.394809040699045;19.700786555575608;19.497135700028558;19.494694990065575;19.499775065629166;PR1T2
PR1T2-2-58;PR1T2;2;58;283.91;6;1;1;1;0;14.4;21.9;N;24.8;15.01916724;0.016286016;8.112304625;1;19.367127060491875;19.49866724004618;19.701839584559238;19.394809040699045;19.700786555575608;19.497135700028558;19.494694990065575;19.499775065629166;PR1T2
PR1T2-3-58;PR1T2;3;58;283.37;12;1;2;1;0;19.1;20.6;D;21.06666667;18.0093957;0.02865211;5.393684539;1;23.169714991305952;23.146633780399668;22.51752597799766;22.974673987153903;22.9764643257435;23.164777507693408;23.189674161478617;23.12467447507249;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;10;1;2;1;0;21.1;24.9;D;24.06666667;17.31028596;0.034966712;8.556625148;1;24.787837515056623;24.54910565746313;23.40822649209808;24.388504750115164;24.131343804097348;24.5462562152536;24.538218765509036;24.55562137702031;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;6;2;1;1;0;11.3;17.4;N;21.06666667;13.4136555;0.010028749;6.470634075;1;16.859037148678336;16.822152901573258;16.975776292008753;16.770587337052714;16.88938884473047;16.8042074768372;16.78506285402534;16.842066684470698;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;3;1;1;1;0;18.7;20.1;D;19.40525259;15.89981132;0.027464588;7.219015318;1;22.846090486555816;22.855403573799798;22.321256950868634;22.68491722814402;22.73101693496676;22.875159229342312;22.902406542958122;22.831350221238026;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;2;1;1;1;0;8.1;14.7;N;16.79074481;11.97519873;0.005152997;5.157247839;1;14.27004111067726;13.833846935960832;12.916325669027195;13.735289111830717;13.028313702798346;13.883442810179698;13.940419814697377;13.769182108569016;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;22;1;4;1;0;17.8;20.2;D;19.76666667;15.73430435;0.024884555;4.117014101;1;22.117935350868017;22.187051314690727;21.85442166721793;22.023735884577466;22.158996292882982;22.207586723198023;22.235739794298414;22.161963732118238;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;6;2;1;1;0;10.5;15.00389374;N;16.79074481;11.97519873;0.008659015;5.157247839;1;16.211788139178065;16.096548072544504;16.10420545154866;16.04814501235378;16.037853699692374;16.083493073257046;16.071609394249904;16.110500780152364;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;4;1;1;1;0;11.9;17.8;N;21.06666667;13.4136555;0.011122023;6.470634075;1;17.344473905803536;17.356962671056042;17.578332019813317;17.299051817165818;17.489365200585198;17.338786674527277;17.318208103879183;17.3772462233805;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;10;1;2;1;0;14.1;20.6;N;23.2;14.35251251;0.015614501;7.408126884;1;19.124408681929275;19.249043575708548;19.475590683592866;19.151480957502937;19.456631088858973;19.244772537360948;19.238920979001584;19.253338126805286;PR1T2
PR1T2-3-72;PR1T2;3;72;283.37;23;1;4;1;0;24.0;24.8;D;23.7;21.2589393;0.045238934;5.010478307;1;27.134115174495093;26.423777211319965;24.479932418904653;26.34661428161715;25.624808998185216;26.350482598802678;26.22385478519538;26.536464368576777;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;5;1;1;1;0;13.6;16.61617832;N;17.19462018;12.94402149;0.014526724;6.036953268;1;18.719878050991607;18.828530872151166;19.082647427915578;18.74127718957087;19.03792292732712;18.819889645179398;18.808798049335962;18.83788991259281;PR1T2
PR1T2-2-58;PR1T2;2;58;283.91;24;1;4;1;0;20.2;25.4;D;24.8;15.01916724;0.032047387;8.112304625;1;24.05968237936882;23.92906463869635;23.025010613559143;23.759237114773168;23.625827421252552;23.938411894523945;23.949807540078194;23.918799280630715;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;18;1;3;1;0;20.0;24.4;D;24.06666667;17.31028596;0.031415927;8.556625148;1;23.89787012699375;23.788817450990003;22.936079420499524;23.617886432149998;23.5104338690439;23.80025548351526;23.814915975389365;23.775737115580675;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;2;1;1;1;0;14.4;18.1;N;17.19462018;12.94402149;0.016286016;6.036953268;1;19.367127060491875;19.49866724004618;19.701839584559238;19.394809040699045;19.700786555575608;19.497135700028558;19.494694990065575;19.499775065629166;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;5;1;1;1;0;13.7;22.2;N;27.8;16.5343698;0.014741138;9.831682317;1;18.80078417717914;18.91308073916211;19.1628773224879;18.823794640570743;19.122882694225538;18.905284296038005;18.895183808229532;18.921462553410496;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;3;1;1;1;0;13.4;18.3;N;17.19462018;12.94402149;0.014102609;6.036953268;1;18.55806579861654;18.658760148680088;18.919639372498064;18.575510010205317;18.866113024696695;18.648488408297982;18.635518703120283;18.670002908356356;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;7;1;1;1;0;11.6;15.6010155;N;16.79074481;11.97519873;0.010568318;5.157247839;1;17.101755527240936;17.09056427048845;17.282220140564593;17.036187543665477;17.19325661269295;17.072185922145902;17.051934722622462;17.111038242968483;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;7;1;1;1;0;17.3;23.1;N;24.06666667;17.31028596;0.023506182;8.556625148;1;21.71340471993035;21.80791629383392;21.578785830698923;21.650630686847627;21.828576326251408;21.82733156199428;21.853694105786957;21.78419270628665;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;7;1;1;1;0;16.1;24.3;N;27.8;16.5343698;0.020358306;9.831682317;1;20.742531205679946;20.875178602504846;20.864142621734075;20.737111308227288;20.994903266089885;20.8881947874833;20.905194599329494;20.85915942320135;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;24;1;4;1;0;21.8;28.4;D;27.8;16.5343698;0.037325262;9.831682317;1;25.354180398369355;25.01883464678559;23.68835613973223;24.870535071593036;24.509832847545923;25.003305260818223;24.974580844349383;25.04336221166194;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;24;1;4;1;0;15.3;17.45933802;D;16.79074481;11.97519873;0.018385386;5.157247839;1;20.095282196179678;20.235460422973503;20.34112323680366;20.11289425141543;20.403847646300775;20.242084160201912;20.250274923496228;20.227016799559898;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;11;1;2;1;0;16.5;20.9;D;21.06666667;13.4136555;0.021382465;6.470634075;1;21.066155710430078;21.18966977667693;21.111175559935255;21.044554644853463;21.27950543407394;21.20532594306631;21.226101393029257;21.170490490217766;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;4;1;1;1;0;12.8;16.21639054;N;17.19462018;12.94402149;0.012867964;6.036953268;1;18.07262904149134;18.144080062673254;18.409286429275138;18.072162450958853;18.334861836601956;18.129553939912135;18.111976352313306;18.16022042206263;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;9;1;2;1;0;14.6;17.11198119;N;19.40525259;15.89981132;0.016741547;7.219015318;1;19.528939312866942;19.663964700522605;19.848895641751092;19.555901337386565;19.860747109761775;19.664275151832523;19.66417547810901;19.662924179126694;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;7;1;1;1;0;14.0;20.6;N;23.2;14.35251251;0.015393804;7.408126884;1;19.04350255574174;19.16538836129654;19.39861925098283;19.069912105614545;19.374090126081004;19.16021825671467;19.15326713374999;19.170726687221375;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;1;1;1;1;0;19.1;24.3;N;24.06666667;17.31028596;0.02865211;8.556625148;1;23.169714991305952;23.146633780399668;22.51752597799766;22.974673987153903;22.9764643257435;23.164777507693408;23.189674161478617;23.12467447507249;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;1;1;1;1;0;17.9;23.1;D;23.2;14.35251251;0.025164943;7.408126884;1;22.19884147705555;22.262207329412885;21.90810566551424;22.097850970846697;22.223965405737736;22.282839984698803;22.311167955456636;22.23700274938894;PR1T2
PR1T2-3-47;PR1T2;3;47;283.37;23;1;4;1;0;19.1;20.6;D;20.33333333;16.87636414;0.02865211;4.736363622;1;23.169714991305952;23.146633780399668;22.51752597799766;22.974673987153903;22.9764643257435;23.164777507693408;23.189674161478617;23.12467447507249;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;1;1;1;1;0;21.1;27.1;D;27.8;16.5343698;0.034966712;9.831682317;1;24.787837515056623;24.54910565746313;23.40822649209808;24.388504750115164;24.131343804097348;24.5462562152536;24.538218765509036;24.55562137702031;PR1T2
PR1T2-2-58;PR1T2;2;58;283.91;6;2;1;1;0;12.8;20.9;N;24.8;15.01916724;0.012867964;8.112304625;1;18.07262904149134;18.144080062673254;18.409286429275138;18.072162450958853;18.334861836601956;18.129553939912135;18.111976352313306;18.16022042206263;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;25;1;4;1;0;13.1;16.36691566;D;16.4334266;11.69832335;0.013478218;4.680345872;1;18.31534742005394;18.40242658985047;18.668562929662155;18.324989956440678;18.60352921100122;18.389890613378775;18.374404338184544;18.416279524310436;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;10;1;2;1;0;19.1;19.39525481;D;19.40525259;15.89981132;0.02865211;7.219015318;1;23.169714991305952;23.146633780399668;22.51752597799766;22.974673987153903;22.9764643257435;23.164777507693408;23.189674161478617;23.12467447507249;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;12;1;2;1;0;14.5;17.06243566;D;17.19462018;12.94402149;0.016512996;6.036953268;1;19.448033186679407;19.58142780185926;19.77573801329212;19.47546637573305;19.781042628913923;19.580816967870824;19.57954180738983;19.5814623841202;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;6;1;1;1;0;15.1;23.4;N;27.8;16.5343698;0.017907864;9.831682317;1;19.93346994380461;20.07329424659334;20.203936031242982;19.95481389377106;20.251253914286583;20.078155898961146;20.08399233948955;20.06692367994311;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;10;1;2;1;0;10.0;14.71613181;N;17.19462018;12.94402149;0.007853982;6.036953268;1;15.807257508240397;15.635776002035216;15.515758068712383;15.585399575822684;15.472036297292984;15.629100685591828;15.625337114403697;15.641956694736496;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;10;1;2;1;0;13.0;18.6;N;21.06666667;13.4136555;0.013273229;6.470634075;1;18.234441293866404;18.31653474394113;18.583066972442744;18.240974176002357;18.51466321053526;18.303301731148554;18.287067517804328;18.33118968266114;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;2;1;1;1;0;15.2;20.9;N;19.40525259;15.89981132;0.018145839;7.219015318;1;20.014376069992142;20.15448916635829;20.272864865792318;20.03395815564235;20.327801758637115;20.1602377195165;20.16725527217657;20.14707589399416;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;8;1;2;1;0;10.1;14.77467272;N;16.79074481;11.97519873;0.008011847;5.157247839;1;15.888163634427933;15.728377742436539;15.636311359610277;15.678676629860785;15.587429849501635;15.72019482249542;15.714569432728565;15.736399295644901;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;6;1;1;1;0;7.1;12.75900927;N;17.19462018;12.94402149;0.003959192;6.036953268;1;13.460979848801925;12.853032060263052;11.27475470105403;12.691701391872463;11.500191146654167;12.959131891576176;13.069431296345563;12.713320517848562;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;10;1;2;1;0;13.0;16.31683864;N;16.4334266;11.69832335;0.013273229;4.680345872;1;18.234441293866404;18.31653474394113;18.583066972442744;18.240974176002357;18.51466321053526;18.303301731148554;18.287067517804328;18.33118968266114;PR1T2
PR1T2-3-58;PR1T2;3;58;283.37;1;1;1;1;0;14.7;19.3;N;21.06666667;18.0093957;0.016971669;5.393684539;1;19.609845439054475;19.74627793603622;19.92132306233987;19.636116055599334;19.939907528480397;19.74750839069528;19.748591543383114;19.744162581281316;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;3;1;1;1;0;17.9;25.1;N;27.8;16.5343698;0.025164943;9.831682317;1;22.19884147705555;22.262207329412885;21.90810566551424;22.097850970846697;22.223965405737736;22.282839984698803;22.311167955456636;22.23700274938894;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;6;1;1;1;0;15.5;17.55886905;N;19.40525259;15.89981132;0.018869191;7.219015318;1;20.257094448554742;20.396731946754738;20.47566584453902;20.27014952606233;20.55445958545955;20.405064460192822;20.41556806587981;20.386272273147583;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;8;1;2;1;0;11.7;19.3;N;23.2;14.35251251;0.010751315;7.408126884;1;17.182661653428468;17.179587400494047;17.38204821555632;17.124108092546418;17.292801913287942;17.161209854394944;17.140766302655457;17.20007644238534;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;12;1;2;1;0;15.6;18.9;D;19.76666667;15.73430435;0.01911345;4.117014101;0;20.338000574742278;20.477032213920754;20.541968304566996;20.348472422234607;20.629038339676573;20.486195182907604;20.49783353733544;20.465590561999196;PR1T2
PR1T2-4-38;PR1T2;4;38;275.04;9;1;2;1;0;16.8;22.8;N;24.06666667;17.31028596;0.022167078;8.556625148;0;21.30887408899268;21.4231896942338;21.290535118706792;21.27318293592245;21.488465255222323;21.440513436746862;21.46372765607567;21.40200187304992;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;1;1;1;1;0;16.7;20.7;D;21.06666667;13.4136555;0.021903969;6.470634075;0;21.227967962805145;21.345573384864576;21.231296947284495;21.19715648198748;21.419229489495784;21.362373431448802;21.384816440355024;21.32501749791655;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;9;1;2;1;0;12.6;16.11548628;N;16.4334266;11.69832335;0.012468981;4.680345872;0;17.91081678911627;17.97073072880645;18.231692198034473;17.902291459932854;18.152228828833685;17.95506261413711;17.936362853052298;17.988179363326193;PR1T2
PR1T2-2-38;PR1T2;2;38;283.91;5;1;1;1;0;11.3;17.4;N;21.06666667;13.4136555;0.010028749;6.470634075;0;16.859037148678336;16.822152901573258;16.975776292008753;16.770587337052714;16.88938884473047;16.8042074768372;16.78506285402534;16.842066684470698;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;2;1;1;1;0;15.0;18.1;N;19.76666667;15.73430435;0.017671459;4.117014101;0;19.852563817617074;19.99187566367866;20.134327211775073;19.875459532760747;20.17419744265527;19.995840351442347;20.0004902727275;19.986558222879623;PR1T2
PR1T2-3-72;PR1T2;3;72;283.37;12;1;2;1;0;20.8;23.3;D;23.7;21.2589393;0.033979466;5.010478307;0;24.54511913649402;24.3444382862218;23.28347955711422;24.179964742144435;23.965274766065207;24.346165371833802;24.3454847001477;24.344589884000314;PR1T2
PR1T2-3-47;PR1T2;3;47;283.37;22;1;4;1;0;18.1;20.2;D;20.33333333;16.87636414;0.025730429;4.736363622;0;22.360653729430616;22.411848369408013;22.01407914453176;22.245585729975083;22.35282180158128;22.43254204607167;22.461022777828493;22.386576163159898;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;6;1;1;1;0;13.1;20.1;N;23.2;14.35251251;0.013478218;7.408126884;0;18.31534742005394;18.40242658985047;18.668562929662155;18.324989956440678;18.60352921100122;18.389890613378775;18.374404338184544;18.416279524310436;PR1T2
PR1T2-3-58;PR1T2;3;58;283.37;2;1;1;1;0;18.1;18.9;N;21.06666667;18.0093957;0.025730429;5.393684539;0;22.360653729430616;22.411848369408013;22.01407914453176;22.245585729975083;22.35282180158128;22.43254204607167;22.461022777828493;22.386576163159898;PR1T2
PR1T2-2-72;PR1T2;2;72;283.91;2;1;1;1;0;10.4;20.3;N;27.8;16.5343698;0.008494867;9.831682317;0;16.130882012990533;16.004840984742113;15.98933486335854;15.956314013036733;15.92687719431429;15.992837217924691;15.982343936833319;16.017515900639232;PR1T2
PR1T2-3-47;PR1T2;3;47;283.37;16;1;3;1;0;18.4;20.2;D;20.33333333;16.87636414;0.02659044;4.736363622;0;22.603372107993216;22.6346324557777;22.169640258523362;22.465968380580566;22.54346099283181;22.65507257615324;22.683265401031196;22.609693830039408;PR1T2
PR1T2-2-47;PR1T2;2;47;283.91;5;1;1;1;0;12.1;19.5;N;23.2;14.35251251;0.011499015;7.408126884;0;17.506286158178604;17.53344328901911;17.77023464497786;17.472822407080358;17.682652280130323;17.515716260262316;17.495318562641362;17.553230499954136;PR1T2
PR1T2-3-47;PR1T2;3;47;283.37;1;1;1;1;0;14.7;18.3;N;20.33333333;16.87636414;0.016971669;4.736363622;0;19.609845439054475;19.74627793603622;19.92132306233987;19.636116055599334;19.939907528480397;19.74750839069528;19.748591543383114;19.744162581281316;PR1T2
PR1T2-2-29;PR1T2;2;29;283.91;9;1;2;1;0;12.2;15.91197366;N;16.79074481;11.97519873;0.011689866;5.157247839;0;17.587192284366136;17.621348103276045;17.86458511339899;17.559276276433906;17.778101019054457;17.603931293798883;17.583736041306583;17.64078655927816;PR1T2
PR1T2-4-29;PR1T2;4;29;275.04;5;1;1;1;0;9.4;14.35326359;N;19.40525259;15.89981132;0.006939778;7.219015318;0;15.321820751115197;15.075468633482886;14.760574921537104;15.017689663952268;14.754469943496687;15.080546781965715;15.09060354152236;15.067193850444857;PR1T2
PR1T2-3-38;PR1T2;3;38;283.37;23;1;4;1;0;17.7;20.2;D;19.76666667;15.73430435;0.024605739;4.117014101;0;22.03702922468048;22.11167163681883;21.80026485505472;21.949453927651412;22.093661154926373;22.132066385721796;22.159981135708612;22.086754770472506;PR1T2
PR1T2-3-29;PR1T2;3;29;283.37;22;1;4;1;0;14.8;17.21110941;D;17.19462018;12.94402149;0.017203361;6.036953268;0;19.69075156524201;19.828367508400095;19.99303068006739;19.716112625578592;20.01853126226876;19.83051485844598;19.83278559435668;19.82517968662988;PR1T2
PR1T2-1-29;PR1T2;1;29;298.54;8;1;2;1;0;12.5;16.06483761;N;16.4334266;11.69832335;0.012271846;4.680345872;0;17.829910662928736;17.883720567148448;18.141428147162642;17.81695139322182;18.059822313513955;17.86754445567312;17.848373234409998;17.901749571309114;PR1T2
